0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.58808982882726,0,0,0,0
0,0,0,0,0,0,0,0.560396926986094,0,0,0,0
0,0,0,0,0,0,0,0.521968920488358,0,0,0,0
0,0,0,0,0,0,0,0.565906459179548,0,0,0,0
0,0,0,0,0,0,0,0.58808982882726,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.513189640966424,0,0,0,0
0,0,0,0,0,0,0,0.307043091415267,0,0,0,0
0,0,0,0.328735345238396,0,0,0,0.307977548505695,0,0,0,0
0,0,0,0,0,0,0,0.305036227993889,0,0,0,0
0,0,0,0.326623955557952,0,0,0,0.306678891833919,0,0,0,0
0,0,0,0,0,0,0,0.306438876108987,0,0,0,0
0,0,0,0,0,0,0,0.307977548505695,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0.325029990451153,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0.322865731893044,0,0,0,0.322865731893044,0.322141643510103,0.242149298919783,0,0,0.242149298919783,0
0,0,0,0,0,0,0,0.476129206020079,0,0,0,0
0,0,0,0,0,0,0,0.644330151507339,0,0,0,0
0,0,0,0,0,0,0,0.600587011870319,0,0,0,0
0,0,0,0,0,0,0,0.513189640966424,0,0,0,0
0,0,0,0,0,0,0,0.476129206020079,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0.580627806168442,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.578320408814903,0,0,0,0
0,0,0,0,0,0,0,0.6145949534774,0,0,0,0
0,0,0,0,0,0,0,0.528888431531448,0,0,0,0
0,0,0,0,0,0,0,0.528888431531446,0,0,0,0
0,0,0,0,0,0,0,0.59005433032033,0,0,0,0
0,0,0,0,0,0,0,0.600931282021469,0,0,0,0
0,0,0,0.540335421827023,0,0,0,0.614594953477401,0,0,0,0
0,0,0,0,0,0,0,0.597306591869454,0,0,0,0
0,0,0,0,0,0,0,0.578320408814903,0,0,0,0
